rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
829	2	1	2	0.19615062550971216	-293.68636676511227	0.0	78.47179946005187	C19H23N5O5	[M + H]+	SRWUHMQKNPGXOP	InChI=1S/C19H23N5O5/c1-10-2-4-11(5-3-10)6-7-28-19-22-16(20)13-17(23-19)24(9-21-13)18-15(27)14(26)12(8-25)29-18/h2-5,9,12,14-15,18,25-27H,6-8H2,1H3,(H2,20,22,23)	2-(2-(4-Methylphenyl)ethoxy)adenosine	CC1=CC=C(C=C1)CCOC2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N	1.01011825	131433;14842876;46874347;46876713;57068622;59628421;59909583	MeSH:(131433);PubChem:(131433 14842876 46874347 46876713 57068622 59628421 59909583);PubMed	70	402.1757	380.083	850_6_Brassimet_Leaves_PAXs_24_Pos_4793
830	1	1	1	0.19599047567500966	-65.07917584654894	0.9999999999999999	72.2904065916508	C21H44O11	[M + H3N + H]+	YMBLPWKGRIGDBP	InChI=1S/C21H44O11/c1-23-4-5-25-8-9-27-12-13-29-16-17-31-20-21-32-19-18-30-15-14-28-11-10-26-7-6-24-3-2-22/h22H,2-21H2,1H3	Decaethylene Glycol Monomethyl Ether	COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	-1.89999998	14550547	PubChem:(14550547);PubChem class - bio and metabolites	16777218	490.3221	306.398	1849_6_Brassimet_Leaves_PAXs_42_Pos_2347
831	2	1	2	0.19587492835246656	-218.84689293601716	0.042713567839195984	20.802700740650543	C17H18N2O5	[M - H]-	QANGDKBNQAXTOF	InChI=1S/C17H18N2O5/c1-22-13-8-11(9-14(23-2)15(13)24-3)17(21)19-12-6-4-10(5-7-12)16(18)20/h4-9H,1-3H3,(H2,18,20)(H,19,21)	Oprea1_871410	COC1=CC(=CC(=C1OC)OC)C(=O)NC2=CC=C(C=C2)C(=O)N	1.5	906440	COCONUT:(CNP0302363);PubChem:(906440);SuperNatural:(SN00046027);ZINC bio:(ZINC00488181)	3153922	329.1174	261.617	46_6_Brassimet_Leaves_PAXs_0_Neg_1393
832	1	1	2	0.195687874358215	-367.38452234106046	0.9999999999999999	59.63735277038313	C33H38O18	[M + H]+	VZLIQNLXUYMNAA	InChI=1S/C33H38O18/c1-44-16-7-12(4-5-15(16)36)20-21-13(8-17(45-2)24(38)28(21)46-3)6-14-22(20)31(43)49-29-25(39)19(10-47-30(14)42)50-33(29,11-35)51-32-27(41)26(40)23(37)18(9-34)48-32/h4-8,18-20,22-23,25-27,29,32,34-41H,9-11H2,1-3H3	null	COC1=C(C=CC(=C1)C2C3C(=CC4=CC(=C(C(=C24)OC)O)OC)C(=O)OCC5C(C(C(O5)(CO)OC6C(C(C(C(O6)CO)O)O)O)OC3=O)O)O	-1.29999995	101273464	COCONUT:(CNP0251934);KNApSAcK:(40563);Natural Products:(UNPD38933);PubChem:(101273464);SuperNatural:(SN00379222)	3178514	723.2133	366.416	1411_6_Brassimet_Leaves_PAXs_34_Pos_759
833	1	1	1	0.1956629091397385	-139.61739658089445	0.9999999999999999	188.88770487958504	C18H26O3	[M + H]+	BQLIBSZGTNAGNT	InChI=1S/C18H26O3/c1-12-6-9-15-17(3,14(12)8-7-13(2)19)10-5-11-18(15,4)16(20)21/h7-8,14-15H,1,5-6,9-11H2,2-4H3,(H,20,21)	(1S,4aS,5S,8aR)-1,4a-dimethyl-6-methylidene-5-[(E)-3-oxobut-1-enyl]-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid	CC(=O)C=CC1C(=C)CCC2C1(CCCC2(C)C(=O)O)C	3.5	10085628;90055850;91885074;91895341;117997935;123581862;129316645;132586928;137795642	COCONUT:(CNP0228487);Natural Products:(UNPD51303 UNPD163206 UNPD213203 UNPD60147 UNPD78293);PubChem:(10085628 90055850 91885074 91895341 117997935 123581862 129316645 132586928 137795642);SuperNatural:(SN00304032 SN00240409 SN00330508 SN00387512);CHEBI:(69973)	3178530	291.1955	475.535	1420_6_Brassimet_Leaves_PAXs_35_Pos_790
834	6	1	1	0.19524069811167086	-636.3525534285226	0.0035175879396984935	53.553904976288635	C26H37N7O6	[M + Na]+	SZXOIWBJCNDQNX	InChI=1S/C26H37N7O6/c1-17(2)12-21-24(36)28-19(15-34)8-9-23(35)27-10-11-33-14-20(31-32-33)13-22(25(37)29-21)30-26(38)39-16-18-6-4-3-5-7-18/h3-7,14,17,19,21-22,34H,8-13,15-16H2,1-2H3,(H,27,35)(H,28,36)(H,29,37)(H,30,38)	null	CC(C)CC1C(=O)NC(CCC(=O)NCCN2C=C(CC(C(=O)N1)NC(=O)OCC3=CC=CC=C3)N=N2)CO	0.300000012	137348374	PubChem:(137348374);PubChem class - bio and metabolites	16777218	566.2721	225.536	1001_6_Brassimet_Leaves_PAXs_27_Pos_5199
835	1	1	1	0.19467536570030364	-340.7722698579029	0.7623115577889448	22.733302045096437	C18H18N4O8S	[M - H]-	BAILTPSKRKEULQ	InChI=1S/C18H18N4O8S/c1-30-18(27)19-11-6-8-12(9-7-11)31(28,29)22-21-16(24)10-15(23)20-14-5-3-2-4-13(14)17(25)26/h2-9,22H,10H2,1H3,(H,19,27)(H,20,23)(H,21,24)(H,25,26)	2-[[3-[2-[4-(methoxycarbonylamino)phenyl]sulfonylhydrazinyl]-3-oxopropanoyl]amino]benzoic acid	COC(=O)NC1=CC=C(C=C1)S(=O)(=O)NNC(=O)CC(=O)NC2=CC=CC=C2C(=O)O	1.10000002	3087575	PubChem:(3087575);PubChem class - safety and toxic	67108866	449.076	336.817	629_6_Brassimet_Leaves_PAXs_2_Neg_446
836	1	1	1	0.19451452740902517	-300.2903825115249	0.0	23.557555628347565	C26H36N4O7	[M + H]+	QORASAFRNIETBA	InChI=1S/C26H36N4O7/c1-2-3-4-11-22(33)27-12-15-30(16-13-28-25(36)18-7-5-9-20(31)23(18)34)17-14-29-26(37)19-8-6-10-21(32)24(19)35/h5-10,31-32,34-35H,2-4,11-17H2,1H3,(H,27,33)(H,28,36)(H,29,37)	N,N''-({[2-(hexanoylamino)ethyl]imino}diethane-2,1-diyl)bis(2,3-dihydroxybenzamide)	CCCCCC(=O)NCCN(CCNC(=O)C1=C(C(=CC=C1)O)O)CCNC(=O)C2=C(C(=CC=C2)O)O	3.0999999	25164028	PubChem:(25164028);CHEBI:(51950)	34	517.266	242.811	1526_6_Brassimet_Leaves_PAXs_37_Pos_1650
837	1	1	2	0.19447737576577276	-437.9394107762967	0.8638190954773869	77.85054298187657	C24H29NO12	[M + H]+	WLOKQJZIRPRDNQ	InChI=1S/C24H29NO12/c26-9-13-3-5-15(6-4-13)35-22-19(18(29)17(28)16(10-27)36-22)37-23-20(30)24(32,12-34-23)11-33-21(31)14-2-1-7-25-8-14/h1-8,16-20,22-23,26-30,32H,9-12H2	cucurbitosides L	C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)CO)CO)O)O)O)(COC(=O)C4=CN=CC=C4)O	-1.70000005	11670886;15939800	COCONUT:(CNP0173654);Natural Products:(UNPD73979);PubChem:(11670886 15939800);SuperNatural:(SN00337391)	3178498	524.1766	295.732	191_6_Brassimet_Leaves_PAXs_12_Pos_1324
838	1	1	1	0.19410158874359867	-84.25680468420907	0.9999999999999999	177.81256401624117	C13H18O3	[M + H]+	JJRYPZMXNLLZFH	InChI=1S/C13H18O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,16H,8H2,1-4H3	Dehydrovomifoliol	CC1=CC(=O)CC(C1(C=CC(=O)C)O)(C)C	0.5	688492;688494;439748;440265;5280662;101406420	HMDB:(36819);SuperNatural:(SN00036062 SN00036063);ZINC bio:(ZINC00057359 ZINC00057361);MeSH:(688492);PubMed;COCONUT:(CNP0276619);KNApSAcK:(29298);Natural Products:(UNPD147574 UNPD224932 UNPD7294);PubChem:(688492 688494 439748 440265 5280662 101406420);CHEBI:(4372 18429 49177);PubChem class - bio and metabolites;KEGG:(C04223 C02533);Biocyc:(--6-HYDROXY-3-OXO-ALPHA-IONONE)	19966334	223.1329	301.032	1459_6_Brassimet_Leaves_PAXs_35_Pos_880
839	8	1	2	0.19406558275046715	-56.56174135435868	0.9989949748743718	100.80318519007182	C19H28O2	[M + K]+	MUMGGOZAMZWBJJ	InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3	AndroGel	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	3.91829371	5408;6013;10204;51519;638016;711503;186663;242356;1312122;908606;908607;908608;369323;3034651;2825665;5701998;5113668;7048589;7213985;7213991;6432567;6541863;7985137;6925433;6954100;6954101;6976807;6994116;12133254;12304591;12304592;12304594;12304595;12304596;12304598;12304599;12304601;11514789;10063008;10108190;11861311;11862155;11869421;11869422;11869423;11870497;11890585;11890586;11920270;10469710;16758160;19615208;16220011;20848917;22876164;25194010;40785049;40469851;42617508;45040472;45934498;51508681;54091975;57094693;57185304;56619059;59742684;59476910;59847731;59859271;58483165;69324966;71752372;71752373;71045971;71045973;71051775;71085514;71308510;70987786;70987811;76973624;76973625;76973688;76973910;87229213;90853383;90894199;89267320;90997747;90470971;89910901;91667979;117072371;121384949;123583196;124711639;124711640;126527172;131705754;131708434;133562488;133687197;133687198;133687199;134688084;135564959;135012819;139228436;138319983;138402770	HMDB:(234 628);PubChem class - food;SuperNatural:(SN00011238 SN00119248 SN00128381 SN00006661 SN00395112 SN00005977 SN00017924 SN00364158 SN00018451 SN00348401 SN00005978 SN00162241 SN00006660 SN00006662 SN00018449 SN00014142 SN00011230 SN00018450);ZINC bio:(ZINC01138943 ZINC03875070 ZINC03875071 ZINC03875072 ZINC03983870 ZINC03983871 ZINC03983872 ZINC04538008 ZINC04544325 ZINC08681591 ZINC08681592 ZINC12404016 ZINC12494147 ZINC12494152);additional;HSDB:(58-22-0);MeSH:(6013 10204 12304591);Plantcyc:(TESTOSTERONE);PubMed;NORMAN:(NS00008414);COCONUT:(CNP0201721);KNApSAcK:(3675);Natural Products:(UNPD19385 UNPD104355 UNPD181802 UNPD62092 UNPD121956 UNPD146773);PubChem:(5408 6013 10204 51519 638016 711503 186663 242356 1312122 908606 908607 908608 369323 3034651 2825665 5701998 5113668 7048589 7213985 7213991 6432567 6541863 7985137 6925433 6954100 6954101 6976807 6994116 12133254 12304591 12304592 12304594 12304595 12304596 12304598 12304599 12304601 11514789 10063008 10108190 11861311 11862155 11869421 11869422 11869423 11870497 11890585 11890586 11920270 10469710 16758160 19615208 16220011 20848917 22876164 25194010 40785049 40469851 42617508 45040472 45934498 51508681 54091975 57094693 57185304 56619059 59742684 59476910 59847731 59859271 58483165 69324966 71752372 71752373 71045971 71045973 71051775 71085514 71308510 70987786 70987811 76973624 76973625 76973688 76973910 87229213 90853383 90894199 89267320 90997747 90470971 89910901 91667979 117072371 121384949 123583196 124711639 124711640 126527172 131705754 131708434 133562488 133687197 133687198 133687199 134688084 135564959 135012819 139228436 138319983 138402770);CHEBI:(94444 17347 42534);PubChem class - bio and metabolites;KEGG:(C00535);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(TESTOSTERONE)	255781758	327.1726	778.322	377_6_Brassimet_Leaves_PAXs_15_Pos_3975
840	1	1	1	0.19388674366652742	-258.3595142977518	0.9999999999999999	105.72631205384482	C23H36N2O5	[M + H]+	GJNVXYKCXJVRNH	InChI=1S/C23H36N2O5/c1-15(2)13-18(21(27)30-23(5,6)7)24-20(26)19(16(3)4)25-22(28)29-14-17-11-9-8-10-12-17/h8-12,15-16,18-19H,13-14H2,1-7H3,(H,24,26)(H,25,28)	tert-butyl 4-methyl-2-[[3-methyl-2-(phenylmethoxycarbonylamino)butanoyl]amino]pentanoate	CC(C)CC(C(=O)OC(C)(C)C)NC(=O)C(C(C)C)NC(=O)OCC1=CC=CC=C1	4.80000019	3248858;7075551;40575602	COCONUT:(CNP0402797);PubChem:(3248858 7075551 40575602);SuperNatural:(SN00066791);ZINC bio:(ZINC04024876)	3153922	421.2692	434.971	1918_6_Brassimet_Leaves_PAXs_44_Pos_2412
841	1	1	1	0.19341835650689962	-127.76897952699986	0.9999999999999999	155.17566484709963	C18H26O3	[M + H]+	OBCSHDSNUGLLJU	InChI=1S/C18H26O3/c1-2-3-7-11-16-15(13-14-17(16)19)10-8-5-4-6-9-12-18(20)21/h3,7,10,13-14,16H,2,4-6,8-9,11-12H2,1H3,(H,20,21)	null	CCC=CCC1C(=CCCCCCCC(=O)O)C=CC1=O	4.0999999	24096406;76332513	COCONUT:(CNP0372726);Natural Products:(UNPD217707 UNPD215610);PubChem:(24096406 76332513);PubMed;KEGG Mine	8592064578	291.1954	872.565	227_6_Brassimet_Leaves_PAXs_12_Pos_3779
842	1	1	1	0.19338676348478995	-409.1669982146076	0.9984924623115576	87.5338276749178	C25H29N3O8	[M + H]+	KFTLBUWBQDMTSQ	InChI=1S/C25H29N3O8/c1-27(2)10-15(30)26-24(35)18-21(32)19(28(3)4)13-9-12-8-11-6-5-7-14(29)16(11)20(31)17(12)22(33)25(13,36)23(18)34/h5-7,12-13,19,29,31,34,36H,8-10H2,1-4H3,(H,26,30,35)	N,N-Dimethylglycylamido-6-demethyl-6-deoxytetracycline	CN(C)CC(=O)NC(=O)C1=C(C2(C(CC3CC4=C(C(=CC=C4)O)C(=C3C2=O)O)C(C1=O)N(C)C)O)O	1.39999998	54686193	MeSH:(54686193);PubChem:(54686193);PubMed	70	500.2032	238.752	2272_6_Brassimet_Leaves_PAXs_50_Pos_3030
843	1	1	1	0.19293014556271723	-329.5863806298394	0.0	31.36717817018718	C10H17N2O2	[M + K]+	APDJLTZMHKQYAQ	InChI=1S/C10H17N2O2/c1-9(2)5-8(6-14-7-11)10(3,4)12(9)13/h5,7,11H,6H2,1-4H3	Mitmpo	CC1(C=C(C(N1[O])(C)C)COC=N)C	0.5	195986	MeSH:(195986);PubChem:(195986);PubMed	70	236.0925	341.351	2300_6_Brassimet_Leaves_PAXs_51_Pos_3066
844	1	1	1	0.1929220936601761	-285.930750838276	0.9999999999999999	110.08129675404857	C15H26N2O6S	[M + H]+	GKCWBSANFAZKKX	InChI=1S/C15H26N2O6S/c1-4-23-12(18)8-6-5-7-11-13(17-15(20)22-3)10(9-24-11)16-14(19)21-2/h10-11,13H,4-9H2,1-3H3,(H,16,19)(H,17,20)	Ambcb5485729	CCOC(=O)CCCCC1C(C(CS1)NC(=O)OC)NC(=O)OC	1.5	2848887;7065299;7065300;7065301;5339936;26914426;26914428;124833228	COCONUT:(CNP0363591);PubChem:(2848887 7065299 7065300 7065301 5339936 26914426 26914428 124833228);SuperNatural:(SN00064815);ZINC bio:(ZINC03898614)	3153922	363.1583	314.542	1906_6_Brassimet_Leaves_PAXs_44_Pos_2401
845	1	1	1	0.19280180203631755	-46.10538374733761	0.9999999999999999	68.0808192799267	C9H8O2	[M + H]+	WBYWAXJHAXSJNI	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)	cinnamate	C1=CC=C(C=C1)C=CC(=O)O	1.81576502	8784;444539;3920069;5957728;5372954;6857483;10773127;12206115;12206117;11008079;11298058;16213746;16213747;21677327;21677329;87138530;101086315;101086316;101086317;101086318;101108447;102009729;101188533;101636136;101249582;101249583;100943778;100943781;118797106;123151745;129848421;129849789;129883117;131854032;135121404;139025096	HMDB:(567 930 128078);PubChem class - food;SuperNatural:(SN00280202 SN00133813);ZINC bio:(ZINC04532783 ZINC16051516);additional;MeSH:(8784 444539 5957728);Plantcyc:(CPD-674);PubMed;NORMAN:(NS00001286);COCONUT:(CNP0085905 CNP0390407);KNApSAcK:(34743);Natural Products:(UNPD226281 UNPD219915 UNPD109023 UNPD171793 UNPD161812);PubChem:(8784 444539 3920069 5957728 5372954 6857483 10773127 12206115 12206117 11008079 11298058 16213746 16213747 21677327 21677329 87138530 101086315 101086316 101086317 101086318 101108447 102009729 101188533 101636136 101249582 101249583 100943778 100943781 118797106 123151745 129848421 129849789 129883117 131854032 135121404 139025096);CHEBI:(35700 35697 23248 15669 35699 27386);PubChem class - bio and metabolites;KEGG:(C00423 C10438);PubChem class - safety and toxic;YMDB:(1324);Training Set;PubChem class - drug;Biocyc:(CPD-674)	255846782	149.0595	296.885	836_6_Brassimet_Leaves_PAXs_24_Pos_4735
846	1	1	1	0.19241630145565375	-330.9627539239148	0.9979899497487437	37.75667554379506	C17H18N2O5S	[M + H]+	NUZXOMGQIJLFGX	InChI=1S/C17H18N2O5S/c20-7-12-13(21)14(22)15(23)16(24-12)8-1-2-9-10(6-19-11(9)5-8)17-18-3-4-25-17/h1-6,12-16,19-23H,7H2	null	C1=CC2=C(C=C1C3C(C(C(C(O3)CO)O)O)O)NC=C2C4=NC=CS4	0.300000012	90657770	PubChem:(90657770);PubMed;Biocyc:(CPD-13561)	2114	363.1013	224.429	1358_6_Brassimet_Leaves_PAXs_33_Pos_1038
847	2	1	2	0.19221342584984102	-119.64336526838997	0.11306532663316583	53.81547729770488	C16H27NO10	[M + Na]+	NUKMOAMTVXXKKG	InChI=1S/C16H27NO10/c1-3-16(2,6-17)27-15-13(23)11(21)10(20)8(26-15)5-24-14-12(22)9(19)7(4-18)25-14/h7-15,18-23H,3-5H2,1-2H3	null	CCC(C)(C#N)OC1C(C(C(C(O1)COC2C(C(C(O2)CO)O)O)O)O)O	-2.70000005	131751537	COCONUT:(CNP0397533);HMDB:(34207);PubChem:(131751537);PubChem class - bio and metabolites	18874378	416.1558	386.481	876_6_Brassimet_Leaves_PAXs_24_Pos_4869
848	3	1	5	0.19130236487980817	-225.2727962627682	0.32713567839195984	75.80057553054607	C22H10O4	[M + H]+	YZOGOBWHTVNKGA	InChI=1S/C22H10O4/c23-19-11-5-1-2-6-12(11)20(24)16-10-18-17(9-15(16)19)21(25)13-7-3-4-8-14(13)22(18)26/h1-10H	5,7,12,14-Pentacenetetrone	C1=CC=C2C(=C1)C(=O)C3=CC4=C(C=C3C2=O)C(=O)C5=CC=CC=C5C4=O	3.82020164	4733	COCONUT:(CNP0035248);PubChem:(4733);SuperNatural:(SN00118545);ZINC bio:(ZINC00401340);PubChem class - safety and toxic;Training Set;PubMed	70279234	339.0711	300.726	2364_6_Brassimet_Leaves_PAXs_52_Pos_320
849	1	1	1	0.1912305598955781	-9.113543230864682	0.9999999999999999	43.5849527070248	C18H32O5	[M - H]-	MKYUCBXUUSZMQB	InChI=1S/C18H32O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h3,7,13-17,19-21H,2,4-6,8-12H2,1H3,(H,22,23)	9,12,13-trihydroxy-10,15-octadecadienoic acid	CCC=CCC(C(C=CC(CCCCCCCC(=O)O)O)O)O	2.5999999	5312876;9949348;10936354;14522114;26249442;26249445;44559173;51692887;51692889;51692891;57244866;72732143;71405197;101605973	HMDB:(35919);SuperNatural:(SN00037129 SN00037128 SN00032663 SN00326299 SN00032661 SN00224530 SN00373600 SN00037126 SN00032660 SN00032662 SN00289629 SN00037127 SN00398802);ZINC bio:(ZINC14815683 ZINC14815684 ZINC14815685 ZINC14815686 ZINC35454825 ZINC35454828 ZINC35454832 ZINC35454836);MeSH:(5312876 51692887 101605973);PubMed;COCONUT:(CNP0047604 CNP0140165);KNApSAcK:(387);Natural Products:(UNPD28770 UNPD54074 UNPD71314 UNPD74443 UNPD191763);PubChem:(5312876 9949348 10936354 14522114 26249442 26249445 44559173 51692887 51692889 51692891 57244866 72732143 71405197 101605973);CHEBI:(91218);PubChem class - bio and metabolites;Training Set	19980414	327.2178	678.01	623_6_Brassimet_Leaves_PAXs_2_Neg_426
850	1	1	1	0.19114874673410626	-286.30780646921124	0.0	77.01312368206665	C15H26N6O5	[M + H]+	CMJWMPSOZPLLDT	InChI=1S/C15H26N6O5/c1-9(2)7-10(13(23)17-8-12(16)22)18-14(24)11-5-4-6-21(11)15(25)20(3)19-26/h9-11H,4-8H2,1-3H3,(H2,16,22)(H,17,23)(H,18,24)	N-Methyl N-nitrosocarbamoyl L-prolyl L-leucyl glycinamide	CC(C)CC(C(=O)NCC(=O)N)NC(=O)C1CCCN1C(=O)N(C)N=O	-0.699999988	3068454	PubChem:(3068454);PubChem class - safety and toxic	67108866	371.2066	207.157	1117_6_Brassimet_Leaves_PAXs_29_Pos_5603
851	1	1	1	0.19114569096050363	-76.60049297438293	0.9999999999999999	35.57930229169274	C8H12	[M + Na]+	NDRUXLROLQGDNL	InChI=1S/C8H12/c1-4-6-7-8(3)5-2/h4-8H,1-2H2,3H3	5-methylhepta-1,3,6-triene	CC(C=C)C=CC=C	3.0999999	136707;5367027;92173235;92173236;131862360	PubChem:(136707 5367027 92173235 92173236 131862360);COCONUT:(CNP0076743)	2097154	131.0853	256.085	890_6_Brassimet_Leaves_PAXs_25_Pos_4885
852	1	1	1	0.19065315834071253	-57.957765984708494	0.9999999999999999	80.7385556795089	C13H18O	[M + H]+	NSFWSHKUSWODJO	InChI=1S/C13H18O/c1-5-6-7-11-10(2)12(14)8-9-13(11,3)4/h5-7H,1,8-9H2,2-4H3	3-(1,3-Butadienyl)-2,4,4-trimethylcyclohex-2-en-1-one	CC1=C(C(CCC1=O)(C)C)C=CC=C	3.0999999	642506;3020064	NORMAN:(NS00059898);COCONUT:(CNP0159506);Natural Products:(UNPD19236);PubChem:(642506 3020064)	2392066	191.1429	432.16	975_6_Brassimet_Leaves_PAXs_26_Pos_1032
853	2	1	2	0.19041317266624636	-134.68828018525954	0.006532663316582916	26.77690417209615	C9H15O3P	[M + H]+	KJWHEZXBZQXVSA	InChI=1S/C9H15O3P/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-6H,1-3,7-9H2	Allyl phosphite	C=CCOP(OCC=C)OCC=C	2.0	66893	NORMAN:(NS00041298);PubChem class - safety and toxic;PubChem:(66893)	67371010	203.0849	127.113	1911_6_Brassimet_Leaves_PAXs_44_Pos_2406
854	1	1	2	0.1904033255504909	-165.30561966668247	0.20351758793969854	67.5838139097573	C21H37NO13	[M + H]+	SBQFAEIFXJTHII	InChI=1S/C21H37NO13/c1-7-14(25)10(33-21-18(29)17(28)15(26)8(2)32-21)5-12(31-7)35-19-13(22-9(3)24)20(30-4)34-11(6-23)16(19)27/h7-8,10-21,23,25-29H,5-6H2,1-4H3,(H,22,24)	N-[(2R,3R,4R,5S,6R)-5-hydroxy-6-(hydroxymethyl)-4-[(2S,4S,5S,6S)-5-hydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-methoxyoxan-3-yl]acetamide	CC1C(C(CC(O1)OC2C(C(OC(C2O)CO)OC)NC(=O)C)OC3C(C(C(C(O3)C)O)O)O)O	-3.29999995	5289260	PubChem:(5289260);PubMed;PubChem class - bio and metabolites	16777282	512.2346	292.225	104_6_Brassimet_Leaves_PAXs_10_Pos_3554
855	1	1	1	0.18990743072920444	-417.5400135197853	0.06683417085427136	48.04587380936101	C31H33NO13	[M + K]+	YZMLVDUPTOGQCI	InChI=1S/C31H32NO13/c1-32-29(37)31(30(38)39)27(36)22(34)23(35)28(45-31)43-15-10-17(13-5-4-6-14(33)9-13)21-20(11-15)42-12-18-16-7-8-19(40-2)26(41-3)25(16)44-24(18)21/h4-11,18,22-24,27-29,32-36H,12H2,1-3H3,(H,38,39)/q-1	null	C[NH2+]C(C1(C(C(C(C(O1)OC2=CC(=C3C4C(COC3=C2)C5=C(O4)C(=C(C=C5)OC)OC)C6=CC(=CC=C6)O)O)O)O)C(=O)[O-])[O-]	0.0	""	COCONUT:(CNP0023136);SuperNatural:(SN00164332)	3145728	666.1662	450.78	1058_6_Brassimet_Leaves_PAXs_28_Pos_5364
856	1	1	1	0.18962476483579943	-133.68351681899762	0.9999999999999999	82.9386344432895	C10H13NO4	[M + H]+	IGHHJKPPALHKMJ	InChI=1S/C10H13NO4/c1-15-9-4-6(2-3-8(9)12)7(11)5-10(13)14/h2-4,7,12H,5,11H2,1H3,(H,13,14)	DL-?(4-Hydroxy-3-methoxy-phenyl)alanine	COC1=C(C=CC(=C1)C(CC(=O)O)N)O	-0.0269948989	12096266;25418563;25418564;40429940;40429941	PubChem class - safety and toxic;PubChem:(12096266 25418563 25418564 40429940 40429941);YMDB Mine;KEGG Mine	43016781826	212.0921	300.863	576_6_Brassimet_Leaves_PAXs_19_Pos_4275
857	1	1	1	0.18951141568799176	-21.15491748404248	0.9999999999999999	52.69002351798454	C7H6O4	[M + H]+	WXTMDXOMEHJXQO	InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)	Gensigen	C1=CC(=C(C=C1O)C(=O)O)O	0.474773139	3469;10844644;54675839;76973713	HMDB:(152);SuperNatural:(SN00000127 SN00361139);ZINC bio:(ZINC00001507);additional;MeSH:(3469 54675839);Plantcyc:(CPD-633);PubMed;NORMAN:(NS00007790);COCONUT:(CNP0085708 CNP0187458);KNApSAcK:(2648);Natural Products:(UNPD183555 UNPD192537);PubChem:(3469 10844644 54675839 76973713);YMDB Mine;CHEBI:(58044 17189);PubChem class - bio and metabolites;KEGG:(C00628);PubChem class - safety and toxic;Biocyc:(CPD-633)	34447731070	155.0335	104.803	752_6_Brassimet_Leaves_PAXs_22_Pos_1425
858	1	1	1	0.18882743424814394	-787.902706841585	0.0050251256281407045	38.63733234270194	C15H18N6O9	[M + H]+	VLAKYRWCMVUMIC	InChI=1S/C15H18N6O9/c16-12(22)4-3-9(15(25)26)19-14(24)10(6-13(17)23)18-8-2-1-7(20(27)28)5-11(8)21(29)30/h1-2,5,9-10,18H,3-4,6H2,(H2,16,22)(H2,17,23)(H,19,24)(H,25,26)	Epitope ID:180859	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)O	-0.800000012	70788995	PubChem:(70788995);PubMed;CHEBI:(72486)	98	427.1209	138.328	1768_6_Brassimet_Leaves_PAXs_41_Pos_2161
859	1	1	1	0.1888017604790163	-89.02011395250754	0.9753768844221107	110.44361751093034	C22H36O3	[M + K]+	CIIWZLVTUAUIGG	InChI=1S/C22H36O3/c1-15(13-20(24)25)9-11-21(4)16(2)10-12-22(5)18(14-17(3)23)7-6-8-19(21)22/h7,15-16,19H,6,8-14H2,1-5H3,(H,24,25)	null	CC1CCC2(C(C1(C)CCC(C)CC(=O)O)CCC=C2CC(=O)C)C	5.01191854	""	COCONUT:(CNP0154531);Natural Products:(UNPD96356);SuperNatural:(SN00257464)	3178496	387.2295	1105.882	2427_6_Brassimet_Leaves_PAXs_53_Pos_3362
860	1	1	1	0.1885415071344607	-231.8712644160711	0.9999999999999999	45.7817271927377	C13H19NO9	[M + H]+	QNJQTCXWTVZOFQ	InChI=1S/C13H19NO9/c1-5(15)14-10-7(17)3-9(13(20)21)23-12(10)11(19)8(18)4-22-6(2)16/h3,7-8,10-12,17-19H,4H2,1-2H3,(H,14,15)(H,20,21)	null	CC(=O)NC1C(C=C(OC1C(C(COC(=O)C)O)O)C(=O)O)O	-1.89999998	102169087	COCONUT:(CNP0142424);Natural Products:(UNPD189182);PubChem:(102169087);SuperNatural:(SN00252647)	3178498	334.1132	104.583	1444_6_Brassimet_Leaves_PAXs_35_Pos_845
