rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
511	1	1	1	0.11302912450957342	-410.7239394429748	0.01256281407035176	26.51882857270261	C16H18N2O6S	[M + H]+	JAMKKHBARFOEDV	InChI=1S/C16H18N2O6S/c1-18(2)25(21,22)14-7-5-12(6-8-14)16(20)24-11-15(19)17-10-13-4-3-9-23-13/h3-9H,10-11H2,1-2H3,(H,17,19)	Oprea1_559758	CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)OCC(=O)NCC2=CC=CO2	0.899999976	2428192	PubChem:(2428192);PubMed;CHEBI:(109004)	98	367.0967	197.734	822_1_Brassimet_Roots_Neg-POS_PAXs_23_p2238
512	1	1	1	0.11272390366905154	-96.88068457188531	0.17035175879396985	4.672726106124854	C17H26O13	[M - H]-	QNOVPOGNFVHQOK	InChI=1S/C17H26O13/c1-16(25)10-15(30-14-9(21)8(20)7(19)6(3-18)29-14)28-4-5(13(24)27-2)17(10,26)12(23)11(16)22/h4,6-12,14-15,18-23,25-26H,3H2,1-2H3	Phlomiol	CC1(C2C(OC=C(C2(C(C1O)O)O)C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O	-4.0999999	21550311;21582640;24883966;70688398	COCONUT:(CNP0176377);KNApSAcK:(10580);Natural Products:(UNPD9465 UNPD190640 UNPD67498 UNPD86463 UNPD154594);PubChem:(21550311 21582640 24883966 70688398);SuperNatural:(SN00330352 SN00296467 SN00331792 SN00165780 SN00346424 SN00243715);MeSH:(21582640 24883966 70688398);PubMed;KEGG Mine	8593113174	437.1309	1491.573	884_1_Brassimet_Roots_Neg-POS_PAXs_3_n1068
513	1	1	1	0.11168983071212901	-673.0814615669464	0.9773869346733669	56.476719046924785	C29H30N2O9	[M + H]+	NQOPXAFKSVKFNL	InChI=1S/C29H30N2O9/c1-36-23-7-17(8-24-29(23)39-15-38-24)20(10-26(34)37-2)28-27(35)22(32)9-19(40-28)14-30-11-16-6-18(13-30)21-4-3-5-25(33)31(21)12-16/h3-5,7-9,16,18,20,35H,6,10-15H2,1-2H3	null	COC1=CC(=CC2=C1OCO2)C(CC(=O)OC)C3=C(C(=O)C=C(O3)CN4CC5CC(C4)C6=CC=CC(=O)N6C5)O	1.5	100003878;100003881;100627720;100627736;102565061	PubChem:(100003878 100003881 100627720 100627736 102565061);COCONUT:(CNP0294283)	2097154	551.2005	453.965	338_1_Brassimet_Roots_Neg-POS_PAXs_14_p504
514	1	1	1	0.11164453576493111	-194.32456202654888	0.9999999999999999	51.616814728530336	C10H10N2O3	[M + H]+	RRSJLGLCJLRXGJ	InChI=1S/C10H10N2O3/c1-6(13)10(15)12-8-5-3-2-4-7(8)9(11)14/h2-5H,1H3,(H2,11,14)(H,12,15)	2-Pyruvoylaminobenzamide	CC(=O)C(=O)NC1=CC=CC=C1C(=O)N	0.0827371106	12917726	COCONUT:(CNP0254307);Natural Products:(UNPD149981);PubChem:(12917726);SuperNatural:(SN00225953)	3178498	207.0762	73.388	1101_1_Brassimet_Roots_Neg-POS_PAXs_8_p1049
515	1	1	1	0.11147953309871465	-179.2265382970181	0.9999999999999999	48.56727108843612	C20H23NO4	[M + H]+	BMCZTYDZHNTKPR	InChI=1S/C20H23NO4/c1-23-18-5-4-12-8-16-14-10-19(24-2)17(22)9-13(14)6-7-21(16)11-15(12)20(18)25-3/h4-5,9-10,16,22H,6-8,11H2,1-3H3	Corypalmine	COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)O)OC)C=C1)OC	2.9000001	185605;12304090;11186895;21115137	COCONUT:(CNP0293016);KNApSAcK:(26149);Natural Products:(UNPD162571 UNPD59973);PubChem:(185605 12304090 11186895 21115137);SuperNatural:(SN00371120 SN00159819);MeSH:(185605 11186895 12304090);PubMed;Biocyc:(CPD-21985);KEGG Mine	8593115222	342.1698	433.884	310_1_Brassimet_Roots_Neg-POS_PAXs_14_p2149
516	2	1	1	0.11086599609535945	-393.04647121571395	0.9994974874371858	37.356181799020554	C17H20N2O6S	[M - H]-	OHAYZVMZWCYAKY	InChI=1S/C17H20N2O6S/c1-24-14-6-4-10(7-15(14)25-2)3-5-12-13(18)8-11(17(20)21)9-16(12)26(19,22)23/h4,6-9H,3,5,18H2,1-2H3,(H,20,21)(H2,19,22,23)	3-amino-4-[2-(3,4-dimethoxyphenyl)ethyl]-5-sulfamoylbenzoic acid	COC1=C(C=C(C=C1)CCC2=C(C=C(C=C2S(=O)(=O)N)C(=O)O)N)OC	1.5	3055089	PubChem:(3055089);PubChem class - safety and toxic	67108866	379.0971	383.369	624_1_Brassimet_Roots_Neg-POS_PAXs_2_n275
517	3	1	1	0.11069340997849456	-824.350671902887	0.2522613065326633	51.06205167503864	C26H29N3O8S	[M + H]+	FQKOCMYIANLPFP	InChI=1S/C26H29N3O8S/c1-27-8-7-13-9-17-22(37-12-36-17)23(35-6)18(13)20(27)19-24(30)28(2)26(38)29(25(19)31)14-10-15(32-3)21(34-5)16(11-14)33-4/h9-11,20,30H,7-8,12H2,1-6H3	6-hydroxy-5-(4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl)-1-methyl-2-sulfanylidene-3-(3,4,5-trimethoxyphenyl)pyrimidin-4-one	CN1CCC2=CC3=C(C(=C2C1C4=C(N(C(=S)N(C4=O)C5=CC(=C(C(=C5)OC)OC)OC)C)O)OC)OCO3	2.70000005	1801665;1801669;3828817	COCONUT:(CNP0046698 CNP0247728);PubChem:(1801665 1801669 3828817);SuperNatural:(SN00106911 SN00106912);ZINC bio:(ZINC70669970 ZINC70669971)	3153922	544.1749	632.624	408_1_Brassimet_Roots_Neg-POS_PAXs_16_p1069
518	3	1	1	0.11021914716963022	-575.4359946513824	0.7025125628140705	44.396845466952044	C30H41N3O4S	[M + H]+	ZLSBXLXUYMPEPR	InChI=1S/C30H41N3O4S/c1-28(2,3)18-8-6-17(7-9-18)26(37)33-27-32-25-20(14-24(36)31-19-10-11-19)29(4)13-12-23(35)30(5,16-34)22(29)15-21(25)38-27/h6-9,19-20,22-23,34-35H,10-16H2,1-5H3,(H,31,36)(H,32,33,37)	4-tert-butyl-N-[4-[2-(cyclopropylamino)-2-oxoethyl]-7-hydroxy-8-(hydroxymethyl)-4a,8-dimethyl-4,5,6,7,8a,9-hexahydrobenzo[f][1,3]benzothiazol-2-yl]benzamide	CC12CCC(C(C1CC3=C(C2CC(=O)NC4CC4)N=C(S3)NC(=O)C5=CC=C(C=C5)C(C)(C)C)(C)CO)O	5.0999999	3424780;11882988	PubChem:(3424780 11882988);COCONUT:(CNP0354011)	2097154	540.2837	375.05	215_1_Brassimet_Roots_Neg-POS_PAXs_12_p1770
519	1	1	2	N/A	-127.8764348972072	0.9648241206030153	38.84998712467757	C17H24O4	[M + H]+	LAGNNAWSJPPMCH	InChI=1S/C17H24O4/c1-16(2)6-12(18)10(13(19)7-16)5-11-14(20)8-17(3,4)9-15(11)21/h18,20H,5-9H2,1-4H3	Oprea1_640546	CC1(CC(=C(C(=O)C1)CC2=C(CC(CC2=O)(C)C)O)O)C	2.20000005	558012	PubChem class - safety and toxic;PubChem:(558012);PubMed	67108930	293.175	1551.724	689_1_Brassimet_Roots_Neg-POS_PAXs_20_p756
520	1	1	1	0.10852087587660654	-194.39292076172316	0.8949748743718595	66.4444522033958	C20H32O12	[M + H]+	GMHNQCSTKPDWLC	InChI=1S/C20H32O12/c1-2-3-4-5-6-7-13(23)29-9-12-14(24)16(26)17(27)19(30-12)32-20(10-22)18(28)15(25)11(8-21)31-20/h11-12,14-19,21-22,24-28H,2,5-10H2,1H3	[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl oct-5-ynoate	CCC#CCCCC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O	-1.73752332	6914617	PubChem:(6914617);PubChem class - bio and metabolites	16777218	465.1969	377.872	221_1_Brassimet_Roots_Neg-POS_PAXs_12_p1541
521	1	1	1	0.10847418130785712	-127.60908569734882	0.9999999999999999	23.55834503049238	C7H12O6	[M - H]-	XADHWRROXGBDQQ	InChI=1S/C7H12O6/c8-2-7-6(11)4(10)5(13-7)3(9)1-12-7/h3-6,8-11H,1-2H2	2,7-Anhydro-l-galacto-heptulofuranose	C1C(C2C(C(C(O1)(O2)CO)O)O)O	-2.5	552320;130806917;131084386	COCONUT:(CNP0240927);Natural Products:(UNPD11046);PubChem:(552320 130806917 131084386);SuperNatural:(SN00336097)	3178498	191.0562	210.444	30_1_Brassimet_Roots_Neg-POS_PAXs_0_n250
522	1	1	1	0.10811659958530881	-90.62459533717687	0.9999999999999999	109.95634273441775	C18H33NO4	[M + H]+	CQOAKBVRRVHWKV	InChI=1S/C18H33NO4/c1-2-3-4-5-6-8-11-14-17(19(22)23)15-12-9-7-10-13-16-18(20)21/h14H,2-13,15-16H2,1H3,(H,20,21)	9-Nitrooleate	CCCCCCCCC=C(CCCCCCCC(=O)O)[N+](=O)[O-]	6.69999981	11645581;49820521;53394575;53412232;129900020;137699804	COCONUT:(CNP0098602);HMDB:(62738);PubChem:(11645581 49820521 53394575 53412232 129900020 137699804);CHEBI:(86329);additional;PubChem class - bio and metabolites;Training Set;PubMed	19415146	328.2483	911.619	529_1_Brassimet_Roots_Neg-POS_PAXs_18_p663
523	1	1	1	0.10758280836277151	-149.4557998381219	0.9663316582914573	20.363683386847374	C8H16N2O3	[M + K]+	DTERQYGMUDWYAZ	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)	bmse000353	CC(=O)NCCCCC(C(=O)O)N	-0.716934681	92832;265949;6991978;6994066;6994067;25201183;78224807	HMDB:(206);SuperNatural:(SN00002056);ZINC bio:(ZINC01529433 ZINC01680036);additional;MeSH:(92832 6991978);Plantcyc:(CPD-567);PubMed;NORMAN:(NS00008574);COCONUT:(CNP0161259);Natural Products:(UNPD171239);PubChem:(92832 265949 6991978 6994066 6994067 25201183 78224807);CHEBI:(17752 58260);PubChem class - bio and metabolites;KEGG:(C02727);Training Set;Biocyc:(CPD-567)	20900206	227.0794	287.714	1122_1_Brassimet_Roots_Neg-POS_PAXs_8_p2827
524	7	1	1	0.10744346948885661	-825.6364640461906	0.0035175879396984935	31.702406945646178	C38H42N4O12	[M - H]-	WNIXXCINEMCWIS	InChI=1S/C38H42N4O12/c43-27-13-3-9-23(31(27)47)35(51)39-17-7-21-41(37(53)25-11-5-15-29(45)33(25)49)19-1-2-20-42(38(54)26-12-6-16-30(46)34(26)50)22-8-18-40-36(52)24-10-4-14-28(44)32(24)48/h3-6,9-16,43-50H,1-2,7-8,17-22H2,(H,39,51)(H,40,52)	Tetra-dhb-spermine	C1=CC(=C(C(=C1)O)O)C(=O)NCCCN(CCCCN(CCCNC(=O)C2=C(C(=CC=C2)O)O)C(=O)C3=C(C(=CC=C3)O)O)C(=O)C4=C(C(=CC=C4)O)O	5.30000019	15776744	MeSH:(15776744);PubChem:(15776744);PubMed;PubChem class - bio and metabolites	16777286	745.272	416.166	643_1_Brassimet_Roots_Neg-POS_PAXs_2_n1055
525	7	1	1	0.10684556910817387	-325.7285888401042	0.035678391959799	14.538880209851234	C17H15N3O4S2	[M - H]-	LFGYSFPVLMPUPE	InChI=1S/C17H15N3O4S2/c1-20(13-7-5-12(6-8-13)17(21)19-22)26(23,24)16-10-9-15(25-16)14-4-2-3-11-18-14/h2-11,22H,1H3,(H,19,21)	N-hydroxy-4-[N-methyl5-(pyridin-2-yl)thiophene-2-sulfonamido]benzamide	CN(C1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C2=CC=C(S2)C3=CC=CC=N3	2.0999999	449096	COCONUT:(CNP0173260);PubChem:(449096);PubChem class - bio and metabolites	18874370	388.0378	43.809	640_1_Brassimet_Roots_Neg-POS_PAXs_2_n16
526	1	1	2	N/A	-158.7271697504951	0.5291457286432162	43.713370536250444	C7H16N4O3	[M + K]+	FRTXFDDNHUEGNE	InChI=1S/C7H16N4O3/c1-14-11-7(9)10-4-2-3-5(8)6(12)13/h5H,2-4,8H2,1H3,(H,12,13)(H3,9,10,11)	N~5~-(N-Methoxycarbamimidoyl)-L-Ornithine	CONC(=NCCCC(C(=O)O)N)N	-3.70000005	11820231;73116617;102474027	PubChem:(11820231 73116617 102474027);PubMed;PubChem class - bio and metabolites	16777282	243.0861	182.034	792_1_Brassimet_Roots_Neg-POS_PAXs_22_p1520
527	1	1	2	N/A	-417.5886132667976	0.9999999999999999	53.60959891075423	C15H20N2O8	[M + H]+	ISEBKVCGUNSQLZ	InChI=1S/C15H20N2O8/c18-8-12(20)14(22)13(21)11(19)7-17(16-25)10(15(23)24)6-9-4-2-1-3-5-9/h1-5,10,12-14,18,20-22H,6-8H2,(H,23,24)	N-(1-Deoxy-D-fructos-1-yl)-L-N-nitrosophenylalanine	C1=CC=C(C=C1)CC(C(=O)O)N(CC(=O)C(C(C(CO)O)O)O)N=O	-1.0	3063087;21154076;24838208	PubChem:(3063087 21154076 24838208);PubChem class - safety and toxic	67108866	357.1296	104.736	451_1_Brassimet_Roots_Neg-POS_PAXs_17_p1125
528	1	1	1	0.10417425148377825	-274.79073734382666	0.9999999999999999	61.1091683210262	C14H18N6O3	[M + H]+	MQTXDDWOXDUGJU	InChI=1S/C14H18N6O3/c1-17-11-10(12(21)18(2)14(17)22)20(5-3-4-15)13(16-11)19-6-8-23-9-7-19/h3,5-9H2,1-2H3	3-(1,3-dimethyl-8-morpholin-4-yl-2,6-dioxopurin-7-yl)propanenitrile	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCOCC3)CCC#N	-0.699999988	3154180	PubChem:(3154180);PubChem class - safety and toxic	67108866	319.1514	194.183	815_1_Brassimet_Roots_Neg-POS_PAXs_23_p53
529	1	1	1	0.10373971539363488	-587.9899051671142	0.8824120603015077	44.43628223519477	C15H17NO6S	[M + H]+	YJZNAALQLKUXNT	InChI=1S/C15H17NO6S/c1-15(2)11(14(19)20)16-12(18)9(13(16)23(15,21)22)10(17)8-6-4-3-5-7-8/h3-7,9-11,13,17H,1-2H3,(H,19,20)	Ohbpso	CC1(C(N2C(S1(=O)=O)C(C2=O)C(C3=CC=CC=C3)O)C(=O)O)C	0.400000006	132865;12944455;12944456;44144483;76331547	MeSH:(44144483);PubChem:(132865 12944455 12944456 44144483 76331547);PubMed	70	340.0854	288.023	1119_1_Brassimet_Roots_Neg-POS_PAXs_8_p1820
530	1	1	1	0.10340335149832491	-288.2763457369922	0.9994974874371858	43.65279987854404	C18H24N2O8	[M + H]+	ZPYVMODLBJODJQ	InChI=1S/C18H24N2O8/c1-9(2)11(5-19)17(25)27-7-13(21)15(23)16(24)14(22)8-28-18(26)12(6-20)10(3)4/h13-16,21-24H,7-8H2,1-4H3	null	CC(=C(C#N)C(=O)OCC(C(C(C(COC(=O)C(=C(C)C)C#N)O)O)O)O)C	-0.167022035	""	COCONUT:(CNP0266953);Natural Products:(UNPD140903)	2129920	397.1609	414.256	287_1_Brassimet_Roots_Neg-POS_PAXs_13_p489
531	1	1	2	N/A	-651.3965338954526	0.7462311557788944	28.308293128109497	C20H28N2O7S2	[M + H]+	NORRIZIRZPQYEY	InChI=1S/C20H28N2O7S2/c1-13(2)5-4-6-14(3)7-8-15-16(21-10-12-31(27,28)29)19(24)20-17(18(15)23)22-9-11-30(20,25)26/h5,7,21-22H,4,6,8-12H2,1-3H3,(H,27,28,29)	2-[[6-[(2E)-3,7-dimethylocta-2,6-dienyl]-1,1,5,8-tetraoxo-3,4-dihydro-2H-1$l^{6},4-benzothiazin-7-yl]amino]ethanesulfonate	CC(=CCCC(=CCC1=C(C(=O)C2=C(C1=O)NCCS2(=O)=O)NCCS(=O)(=O)O)C)C	2.9000001	11532930;11532931	COCONUT:(CNP0276716);Natural Products:(UNPD162258);PubChem:(11532930 11532931);SuperNatural:(SN00228652)	3178498	473.1439	185.808	796_1_Brassimet_Roots_Neg-POS_PAXs_23_p2415
532	1	1	1	0.10244729394365136	-232.55874570356767	0.9994974874371858	88.2587202375221	C24H42O8S	[M + H]+	QEFOHLDZJZYQEZ	InChI=1S/C24H42O8S/c1-5-9-13-29-21(25)17-19(23(27)31-15-11-7-3)33-20(24(28)32-16-12-8-4)18-22(26)30-14-10-6-2/h19-20H,5-18H2,1-4H3	Tetrabutyl thiodisuccinate	CCCCOC(=O)CC(C(=O)OCCCC)SC(CC(=O)OCCCC)C(=O)OCCCC	5.4000001	95182;92220332;92220333;92531851	PubChem:(95182 92220332 92220333 92531851);PubChem class - safety and toxic	67108866	491.2673	817.413	498_1_Brassimet_Roots_Neg-POS_PAXs_18_p414
533	1	1	1	0.1021447789680388	-244.4303440195761	0.9999999999999999	31.05827398410662	C14H13NO5	[M - H]-	NBVRGELKMHKHPP	InChI=1S/C14H13NO5/c1-9(16)20-12-5-4-10(7-13(12)18-2)6-11(8-15)14(17)19-3/h4-7H,1-3H3	methyl 3-(4-acetyloxy-3-methoxyphenyl)-2-cyanoprop-2-enoate	CC(=O)OC1=C(C=C(C=C1)C=C(C#N)C(=O)OC)OC	1.89999998	796992;796994;3113755	PubChem:(796992 796994 3113755);COCONUT:(CNP0128847)	2097154	274.0722	414.489	633_1_Brassimet_Roots_Neg-POS_PAXs_2_n129
534	1	1	2	0.10212275948079405	-349.5665802562877	0.7919597989949749	89.14304425430015	C14H15N5O4S	[M + H]+	VEXXCIOSFSLTGM	InChI=1S/C14H15N5O4S/c1-8(20)17-10-5-11(7-12(6-10)24(21,22)23)18-19-14-3-2-9(15)4-13(14)16/h2-7H,15-16H2,1H3,(H,17,20)(H,21,22,23)	3-acetamido-5-[(2,4-diaminophenyl)diazenyl]benzenesulfonate	CC(=O)NC1=CC(=CC(=C1)S(=O)(=O)O)N=NC2=C(C=C(C=C2)N)N	0.300000012	2749352;7053364	COCONUT:(CNP0135037);PubChem:(2749352 7053364);SuperNatural:(SN00132847);ZINC bio:(ZINC13403070)	3153922	350.0923	405.018	264_1_Brassimet_Roots_Neg-POS_PAXs_13_p2495
535	1	1	1	0.10095090721246652	-293.0465179560906	0.8894472361809047	83.11969617446697	C17H29NO5	[M + H]+	LMYZZFMHOYGRJD	InChI=1S/C17H29NO5/c1-10(2)12-7-6-11(3)8-13(12)16(20)18-14(17(21)23-5)9-15(19)22-4/h10-14H,6-9H2,1-5H3,(H,18,20)	dimethyl N-{[5-methyl-2-(propan-2-yl)cyclohexyl]carbonyl}aspartate	CC1CCC(C(C1)C(=O)NC(CC(=O)OC)C(=O)OC)C(C)C	2.9000001	26434792;26434793;26434794;26434795;42647548;51802093;51802094;51802095	COCONUT:(CNP0169230);Training Set;PubChem:(26434792 26434793 26434794 26434795 42647548 51802093 51802094 51802095)	2113538	328.2121	705.581	450_1_Brassimet_Roots_Neg-POS_PAXs_17_p1122
536	2	1	1	0.10022554325888228	-346.9766304697678	0.28391959798994976	87.14806472249631	C24H33N5O6	[M + H]+	HLMYQKFJANCLBS	InChI=1S/C24H33N5O6/c1-14(26-22(33)19-5-3-11-28(19)15(2)30)24(35)29-12-4-6-20(29)23(34)27-18(21(25)32)13-16-7-9-17(31)10-8-16/h7-10,14,18-20,31H,3-6,11-13H2,1-2H3,(H2,25,32)(H,26,33)(H,27,34)	Acetyl-prolyl-alanyl-prolyl-tyrosylamide	CC(C(=O)N1CCCC1C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N)NC(=O)C3CCCN3C(=O)C	0.0	6453935;20841867;57351370	MeSH:(6453935);PubChem:(6453935 20841867 57351370);PubMed	70	488.2488	308.205	1171_1_Brassimet_Roots_Neg-POS_PAXs_9_p2138
537	1	1	1	0.10017060973205388	-51.69389464211964	0.9999999999999999	91.47310288997627	C20H34O2	[M + H]+	HOBAELRKJCKHQD	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)	Eicosatrienoate	CCCCCC=CCC=CCC=CCCCCCCC(=O)O	6.76116467	3011;5280581;5282826;11536831;20982156;21158447;21158448;71316311;87145151;87440644;87440646;92266987;92449655;90472318;89499003;122652017;131864298	HMDB:(2925);SuperNatural:(SN00237257);ZINC bio:(ZINC04521470);additional;MeSH:(5280581);Plantcyc:(CPD-8120);PubMed;NORMAN:(NS00014801);COCONUT:(CNP0001403 CNP0234935);Natural Products:(UNPD216049 UNPD106657);PubChem:(3011 5280581 5282826 11536831 20982156 21158447 21158448 71316311 87145151 87440644 87440646 92266987 92449655 90472318 89499003 122652017 131864298);YMDB Mine;CHEBI:(71589 53486);PubChem class - bio and metabolites;KEGG:(C03242);Training Set;PubChem class - drug;Biocyc:(CPD-8120 SMA-0000547)	34414193006	307.2631	1273.917	558_1_Brassimet_Roots_Neg-POS_PAXs_19_p2662
538	1	1	1	0.09930002382602413	-745.7360782189036	0.0	35.21577067344431	C19H26N4O7S	[M + H]+	LDYCUHXJYIKRCJ	InChI=1S/C19H26N4O7S/c24-16(23-4-6-31(27,28)7-5-23)9-13-8-14-18(29-13)17(25)15(30-14)11-21-19(26)22-12-2-1-3-20-10-12/h1-3,10,13-15,17-18,25H,4-9,11H2,(H2,21,22,26)	null	C1CS(=O)(=O)CCN1C(=O)CC2CC3C(O2)C(C(O3)CNC(=O)NC4=CN=CC=C4)O	-1.79999995	129602263	PubChem:(129602263);COCONUT:(CNP0355968)	2097154	455.1613	274.969	1091_1_Brassimet_Roots_Neg-POS_PAXs_8_p2674
539	1	1	1	0.09929999294995229	-487.6426107165359	0.026130653266331662	23.436539906528175	C17H22N2O7S	[M + H]+	JTBCYLJHKDNILB	InChI=1S/C17H22N2O7S/c1-17(2)12(16(23)24)19-14(27-17)11(15(21)22)18-13(20)10-8(25-3)6-5-7-9(10)26-4/h5-7,11-12,14,19H,1-4H3,(H,18,20)(H,21,22)(H,23,24)	(2r,4s)-2-{(R)-Carboxy[(2,6-Dimethoxybenzoyl)amino]methyl}-5,5-Dimethyl-1,3-Thiazolidine-4-Carboxylic Acid	CC1(C(NC(S1)C(C(=O)O)NC(=O)C2=C(C=CC=C2OC)OC)C(=O)O)C	-1.10000002	54592403	PubChem:(54592403);KEGG Mine;PubChem class - bio and metabolites	8606711810	399.1222	147.881	732_1_Brassimet_Roots_Neg-POS_PAXs_21_p2791
540	3	1	2	0.09925924056040844	-343.6928224398283	0.01155778894472362	50.1658034191574	C16H19N5O6	[M + H]+	OYLTWZIEBYEQGY	InChI=1S/C16H19N5O6/c22-5-9-11(23)12(24)13(25)16(27-9)21-7-20-10-14(18-6-19-15(10)21)17-4-8-2-1-3-26-8/h1-3,6-7,9,11-13,16,22-25H,4-5H2,(H,17,18,19)	kinetin-9-N-glucoside	C1=COC(=C1)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(C(O4)CO)O)O)O	-1.1077925	3831;11545314;25203435;131886811	COCONUT:(CNP0001724);HMDB:(12244);PubChem:(3831 11545314 25203435 131886811);CHEBI:(72620);ZINC bio:(ZINC40165547);PubChem class - bio and metabolites;Plantcyc:(CPD-4611 CPDQT-18);PubMed;Biocyc:(CPD-4611)	19015786	378.1384	162.996	758_1_Brassimet_Roots_Neg-POS_PAXs_22_p1513
541	1	1	1	0.09918022102595028	-482.28214295381866	0.9999999999999999	45.62508942402022	C18H24N2O7	[M + H]+	LULNXUBLFVVTEP	InChI=1S/C18H24N2O7/c1-20(25)5-4-10-11-6-9(2-3-12(11)19-13(10)7-20)26-18-17(24)16(23)15(22)14(8-21)27-18/h2-3,6,14-19,21-24H,4-5,7-8H2,1H3	null	C[N+]1(CCC2=C(C1)NC3=C2C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)[O-]	-0.660838187	""	Natural Products:(UNPD167719)	32768	381.1656	291.786	1131_1_Brassimet_Roots_Neg-POS_PAXs_8_p727
542	1	1	1	0.09860466694181416	-425.61506924389045	0.0	39.701427494291835	C15H18N6O5	[M + H]+	IIECNRDTSQEIEH	InChI=1S/C15H18N6O5/c22-21(23)26-10-6-25-12-9(5-24-13(10)12)20-8-18-11-14(16-7-17-15(11)20)19-3-1-2-4-19/h7-10,12-13H,1-6H2	5-(6-Pyrrolidinopurin-9-yl)-5-desoxy-1.4;3.6-dianhydro-L-iditol 2-nitrate	C1CCN(C1)C2=NC=NC3=C2N=CN3C4COC5C4OCC5O[N+](=O)[O-]	0.699999988	3067480	PubChem:(3067480);PubChem class - safety and toxic	67108866	363.1414	99.012	356_1_Brassimet_Roots_Neg-POS_PAXs_15_p728
543	1	1	1	0.09847522606862476	-268.0198847817953	0.9949748743718592	47.70006702291055	C11H18N2O6S2	[M + H]+	BQRSKHITKXPIQX	InChI=1S/C11H18N2O6S2/c1-3-20(16,17)8-10(14)12-6-5-7-13-11(15)9-21(18,19)4-2/h3-4H,1-2,5-9H2,(H,12,14)(H,13,15)	ACMC-20lxvf	C=CS(=O)(=O)CC(=O)NCCCNC(=O)CS(=O)(=O)C=C	-1.0	13684965	NORMAN:(NS00009679);PubChem class - safety and toxic;PubChem:(13684965)	67371010	339.0694	142.42	722_1_Brassimet_Roots_Neg-POS_PAXs_21_p1525
544	4	1	1	0.09723475988985043	-443.2248392399451	0.014070351758793972	33.767281651047234	C16H29N5O7	[M + Na]+	MAGNEQBFSBREJL	InChI=1S/C16H29N5O7/c17-8-2-1-3-11(16(27)28)21-15(26)10(5-7-13(23)24)20-14(25)9(18)4-6-12(19)22/h9-11H,1-8,17-18H2,(H2,19,22)(H,20,25)(H,21,26)(H,23,24)(H,27,28)	6-amino-2-[[4-carboxy-2-[(2,5-diamino-5-oxopentanoyl)amino]butanoyl]amino]hexanoic acid	C(CCN)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N	-7.69999981	18220610	PubChem:(18220610);COCONUT:(CNP0347380)	2097154	426.1985	179.72	785_1_Brassimet_Roots_Neg-POS_PAXs_22_p1934
545	1	1	1	0.09713155627362442	-413.55020935368975	5.025125628140704E-4	27.798150652141757	C17H20N2O7	[M + K]+	ROOUNIPLAIFOBR	InChI=1S/C17H20N2O7/c1-2-19-5-11(16(24)18-17(6-20,7-21)8-22)15(23)10-3-13-14(4-12(10)19)26-9-25-13/h3-5,20-22H,2,6-9H2,1H3,(H,18,24)	N-[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]-5-ethyl-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxamide	CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)NC(CO)(CO)CO	-0.300000012	3077898	PubChem:(3077898);PubChem class - safety and toxic	67108866	403.0936	320.281	116_1_Brassimet_Roots_Neg-POS_PAXs_10_p786
546	1	1	1	0.09648651038793543	-142.28334048293902	0.9999999999999999	83.26689215283696	C12H7NO2	[M + H]+	GNWLMVUQBPYECO	InChI=1S/C12H7NO2/c14-12-9-5-3-7-13-11(9)8-4-1-2-6-10(8)15-12/h1-7H	chromeno[4,3-b]pyridin-5-one	C1=CC=C2C(=C1)C3=C(C=CC=N3)C(=O)O2	2.0	3069788	PubChem:(3069788);PubChem class - safety and toxic	67108866	198.0582	204.043	937_1_Brassimet_Roots_Neg-POS_PAXs_5_p1638
